DatasetID	FileSynapseName	FileDownloadName	fileType	FileSynID	parentId	projectId	subpoolOrLaneID
CharacterizationMcGinnis_Dataset4	CharacterizationMcGinnis_Dataset4_10X_lane1.atac.qc.hg38.metadata.tsv	CharacterizationMcGinnis_Dataset4_10X_lane1.atac.qc.hg38.metadata.tsv	ATAC barcode metrics table	syn52119786	syn52118178	syn29530512	CharacterizationMcGinnis_Dataset4_10X_lane1
CharacterizationMcGinnis_Dataset4	CharacterizationMcGinnis_Dataset4_10X_lane2.atac.qc.hg38.metadata.tsv	CharacterizationMcGinnis_Dataset4_10X_lane2.atac.qc.hg38.metadata.tsv	ATAC barcode metrics table	syn52119788	syn52118178	syn29530512	CharacterizationMcGinnis_Dataset4_10X_lane2
CharacterizationMcGinnis_Dataset4	CharacterizationMcGinnis_Dataset4_10X_lane1.atac.filter.fragments.hg38.tsv.gz	CharacterizationMcGinnis_Dataset4_10X_lane1.atac.filter.fragments.hg38.tsv.gz	ATAC fragment file	syn52119175	syn52118178	syn29530512	CharacterizationMcGinnis_Dataset4_10X_lane1
CharacterizationMcGinnis_Dataset4	CharacterizationMcGinnis_Dataset4_10X_lane2.atac.filter.fragments.hg38.tsv.gz	CharacterizationMcGinnis_Dataset4_10X_lane2.atac.filter.fragments.hg38.tsv.gz	ATAC fragment file	syn52119214	syn52118178	syn29530512	CharacterizationMcGinnis_Dataset4_10X_lane2
CharacterizationMcGinnis_Dataset4	CharacterizationMcGinnis_Dataset4_10X_lane1.atac.filter.fragments.hg38.tsv.gz.tbi	CharacterizationMcGinnis_Dataset4_10X_lane1.atac.filter.fragments.hg38.tsv.gz.tbi	ATAC fragment file Tabix index	syn52119176	syn52118178	syn29530512	CharacterizationMcGinnis_Dataset4_10X_lane1
CharacterizationMcGinnis_Dataset4	CharacterizationMcGinnis_Dataset4_10X_lane2.atac.filter.fragments.hg38.tsv.gz.tbi	CharacterizationMcGinnis_Dataset4_10X_lane2.atac.filter.fragments.hg38.tsv.gz.tbi	ATAC fragment file Tabix index	syn52119226	syn52118178	syn29530512	CharacterizationMcGinnis_Dataset4_10X_lane2
CharacterizationMcGinnis_Dataset4	CharacterizationMcGinnis_Dataset4_10X_lane1.qc.rna.hg38.barcode.metadata.tsv	CharacterizationMcGinnis_Dataset4_10X_lane1.qc.rna.hg38.barcode.metadata.tsv	gene expression barcode metrics table	syn52119785	syn52118178	syn29530512	CharacterizationMcGinnis_Dataset4_10X_lane1
CharacterizationMcGinnis_Dataset4	CharacterizationMcGinnis_Dataset4_10X_lane2.qc.rna.hg38.barcode.metadata.tsv	CharacterizationMcGinnis_Dataset4_10X_lane2.qc.rna.hg38.barcode.metadata.tsv	gene expression barcode metrics table	syn52119179	syn52118178	syn29530512	CharacterizationMcGinnis_Dataset4_10X_lane2
CharacterizationMcGinnis_Dataset4	CharacterizationMcGinnis_Dataset4_10X_lane1.hg38.rna.h5	CharacterizationMcGinnis_Dataset4_10X_lane1.hg38.rna.h5	gene expression matrix .h5	syn52119178	syn52118178	syn29530512	CharacterizationMcGinnis_Dataset4_10X_lane1
CharacterizationMcGinnis_Dataset4	CharacterizationMcGinnis_Dataset4_10X_lane2.hg38.rna.h5	CharacterizationMcGinnis_Dataset4_10X_lane2.hg38.rna.h5	gene expression matrix .h5	syn52119244	syn52118178	syn29530512	CharacterizationMcGinnis_Dataset4_10X_lane2
CharacterizationMcGinnis_Dataset4	CharacterizationMcGinnis_Dataset4_10X_lane1.raw.tar.gz	CharacterizationMcGinnis_Dataset4_10X_lane1.raw.tar.gz	gene expression matrix TAR	syn52119173	syn52118178	syn29530512	CharacterizationMcGinnis_Dataset4_10X_lane1
CharacterizationMcGinnis_Dataset4	CharacterizationMcGinnis_Dataset4_10X_lane2.raw.tar.gz	CharacterizationMcGinnis_Dataset4_10X_lane2.raw.tar.gz	gene expression matrix TAR	syn52119177	syn52118178	syn29530512	CharacterizationMcGinnis_Dataset4_10X_lane2
CharacterizationMcGinnis_Dataset4	CharacterizationMcGinnis_Dataset4_10X_lane1.Aligned.sortedByCoord.out.bam	CharacterizationMcGinnis_Dataset4_10X_lane1.Aligned.sortedByCoord.out.bam	gene expression sorted BAM	syn52119227	syn52118178	syn29530512	CharacterizationMcGinnis_Dataset4_10X_lane1
CharacterizationMcGinnis_Dataset4	CharacterizationMcGinnis_Dataset4_10X_lane2.Aligned.sortedByCoord.out.bam	CharacterizationMcGinnis_Dataset4_10X_lane2.Aligned.sortedByCoord.out.bam	gene expression sorted BAM	syn52119243	syn52118178	syn29530512	CharacterizationMcGinnis_Dataset4_10X_lane2
CharacterizationMcGinnis_Dataset4	CharacterizationMcGinnis_Dataset4_10X_lane1.joint.barcode.metadata.hg38.csv	CharacterizationMcGinnis_Dataset4_10X_lane1.joint.barcode.metadata.hg38.csv	Multiome joint barcode metrics table	syn52119870	syn52118178	syn29530512	CharacterizationMcGinnis_Dataset4_10X_lane1
CharacterizationMcGinnis_Dataset4	CharacterizationMcGinnis_Dataset4_10X_lane2.joint.barcode.metadata.hg38.csv	CharacterizationMcGinnis_Dataset4_10X_lane2.joint.barcode.metadata.hg38.csv	Multiome joint barcode metrics table	syn52119873	syn52118178	syn29530512	CharacterizationMcGinnis_Dataset4_10X_lane2
CharacterizationMcGinnis_Dataset4	CharacterizationMcGinnis_Dataset4_10X_lane1.html	CharacterizationMcGinnis_Dataset4_10X_lane1.html	QC HTML	syn52119896	syn52118178	syn29530512	CharacterizationMcGinnis_Dataset4_10X_lane1
CharacterizationMcGinnis_Dataset4	CharacterizationMcGinnis_Dataset4_10X_lane2.html	CharacterizationMcGinnis_Dataset4_10X_lane2.html	QC HTML	syn52119897	syn52118178	syn29530512	CharacterizationMcGinnis_Dataset4_10X_lane2
CharacterizationMcGinnis_Dataset5	CharacterizationMcGinnis_Dataset5_10xlane1.atac.qc.hg38.metadata.tsv	CharacterizationMcGinnis_Dataset5_10xlane1.atac.qc.hg38.metadata.tsv	ATAC barcode metrics table	syn52118894	syn52117507	syn29530512	CharacterizationMcGinnis_Dataset5_10xlane1
CharacterizationMcGinnis_Dataset5	Dataset510xmultiomLane2.atac.qc.hg38.metadata.tsv	Dataset510xmultiomLane2.atac.qc.hg38.metadata.tsv	ATAC barcode metrics table	syn52118896	syn52117507	syn29530512	CharacterizationMcGinnis_Dataset5_10xlane2
CharacterizationMcGinnis_Dataset5	Dataset510xmultiomLane3.atac.qc.hg38.metadata.tsv	Dataset510xmultiomLane3.atac.qc.hg38.metadata.tsv	ATAC barcode metrics table	syn52118692	syn52117507	syn29530512	CharacterizationMcGinnis_Dataset5_10xlane3
CharacterizationMcGinnis_Dataset5	CharacterizationMcGinnis_Dataset5_10xlane4.atac.qc.hg38.metadata.tsv	CharacterizationMcGinnis_Dataset5_10xlane4.atac.qc.hg38.metadata.tsv	ATAC barcode metrics table	syn52118901	syn52117507	syn29530512	CharacterizationMcGinnis_Dataset5_10xlane4
CharacterizationMcGinnis_Dataset5	CharacterizationMcGinnis_Dataset5_10xlane1.atac.filter.fragments.hg38.tsv.gz	CharacterizationMcGinnis_Dataset5_10xlane1.atac.filter.fragments.hg38.tsv.gz	ATAC fragment file	syn52118054	syn52117507	syn29530512	CharacterizationMcGinnis_Dataset5_10xlane1
CharacterizationMcGinnis_Dataset5	Dataset510xmultiomLane2.atac.filter.fragments.hg38.tsv.gz	Dataset510xmultiomLane2.atac.filter.fragments.hg38.tsv.gz	ATAC fragment file	syn52118055	syn52117507	syn29530512	CharacterizationMcGinnis_Dataset5_10xlane2
CharacterizationMcGinnis_Dataset5	Dataset510xmultiomLane3.atac.filter.fragments.hg38.tsv.gz	Dataset510xmultiomLane3.atac.filter.fragments.hg38.tsv.gz	ATAC fragment file	syn52118661	syn52117507	syn29530512	CharacterizationMcGinnis_Dataset5_10xlane3
CharacterizationMcGinnis_Dataset5	CharacterizationMcGinnis_Dataset5_10xlane4.atac.filter.fragments.hg38.tsv.gz	CharacterizationMcGinnis_Dataset5_10xlane4.atac.filter.fragments.hg38.tsv.gz	ATAC fragment file	syn52118697	syn52117507	syn29530512	CharacterizationMcGinnis_Dataset5_10xlane4
CharacterizationMcGinnis_Dataset5	CharacterizationMcGinnis_Dataset5_10xlane1.atac.filter.fragments.hg38.tsv.gz.tbi	CharacterizationMcGinnis_Dataset5_10xlane1.atac.filter.fragments.hg38.tsv.gz.tbi	ATAC fragment file Tabix index	syn52117643	syn52117507	syn29530512	CharacterizationMcGinnis_Dataset5_10xlane1
CharacterizationMcGinnis_Dataset5	Dataset510xmultiomLane2.atac.filter.fragments.hg38.tsv.gz.tbi	Dataset510xmultiomLane2.atac.filter.fragments.hg38.tsv.gz.tbi	ATAC fragment file Tabix index	syn52118056	syn52117507	syn29530512	CharacterizationMcGinnis_Dataset5_10xlane2
CharacterizationMcGinnis_Dataset5	Dataset510xmultiomLane3.atac.filter.fragments.hg38.tsv.gz.tbi	Dataset510xmultiomLane3.atac.filter.fragments.hg38.tsv.gz.tbi	ATAC fragment file Tabix index	syn52118682	syn52117507	syn29530512	CharacterizationMcGinnis_Dataset5_10xlane3
CharacterizationMcGinnis_Dataset5	CharacterizationMcGinnis_Dataset5_10xlane4.atac.filter.fragments.hg38.tsv.gz.tbi	CharacterizationMcGinnis_Dataset5_10xlane4.atac.filter.fragments.hg38.tsv.gz.tbi	ATAC fragment file Tabix index	syn52118696	syn52117507	syn29530512	CharacterizationMcGinnis_Dataset5_10xlane4
CharacterizationMcGinnis_Dataset5	CharacterizationMcGinnis_Dataset5_10xlane1.qc.rna.hg38.barcode.metadata.tsv	CharacterizationMcGinnis_Dataset5_10xlane1.qc.rna.hg38.barcode.metadata.tsv	gene expression barcode metrics table	syn52117647	syn52117507	syn29530512	CharacterizationMcGinnis_Dataset5_10xlane1
CharacterizationMcGinnis_Dataset5	Dataset510xmultiomLane2.qc.rna.hg38.barcode.metadata.tsv	Dataset510xmultiomLane2.qc.rna.hg38.barcode.metadata.tsv	gene expression barcode metrics table	syn52118895	syn52117507	syn29530512	CharacterizationMcGinnis_Dataset5_10xlane2
CharacterizationMcGinnis_Dataset5	Dataset510xmultiomLane3.qc.rna.hg38.barcode.metadata.tsv	Dataset510xmultiomLane3.qc.rna.hg38.barcode.metadata.tsv	gene expression barcode metrics table	syn52118897	syn52117507	syn29530512	CharacterizationMcGinnis_Dataset5_10xlane3
CharacterizationMcGinnis_Dataset5	CharacterizationMcGinnis_Dataset5_10xlane4.qc.rna.hg38.barcode.metadata.tsv	CharacterizationMcGinnis_Dataset5_10xlane4.qc.rna.hg38.barcode.metadata.tsv	gene expression barcode metrics table	syn52118900	syn52117507	syn29530512	CharacterizationMcGinnis_Dataset5_10xlane4
CharacterizationMcGinnis_Dataset5	CharacterizationMcGinnis_Dataset5_10xlane1.hg38.rna.h5	CharacterizationMcGinnis_Dataset5_10xlane1.hg38.rna.h5	gene expression matrix .h5	syn52117693	syn52117507	syn29530512	CharacterizationMcGinnis_Dataset5_10xlane1
CharacterizationMcGinnis_Dataset5	Dataset510xmultiomLane2.hg38.rna.h5	Dataset510xmultiomLane2.hg38.rna.h5	gene expression matrix .h5	syn52118059	syn52117507	syn29530512	CharacterizationMcGinnis_Dataset5_10xlane2
CharacterizationMcGinnis_Dataset5	Dataset510xmultiomLane3.hg38.rna.h5	Dataset510xmultiomLane3.hg38.rna.h5	gene expression matrix .h5	syn52118694	syn52117507	syn29530512	CharacterizationMcGinnis_Dataset5_10xlane3
CharacterizationMcGinnis_Dataset5	CharacterizationMcGinnis_Dataset5_10xlane4.hg38.rna.h5	CharacterizationMcGinnis_Dataset5_10xlane4.hg38.rna.h5	gene expression matrix .h5	syn52118909	syn52117507	syn29530512	CharacterizationMcGinnis_Dataset5_10xlane4
CharacterizationMcGinnis_Dataset5	CharacterizationMcGinnis_Dataset5_10xlane1.raw.tar.gz	CharacterizationMcGinnis_Dataset5_10xlane1.raw.tar.gz	gene expression matrix TAR	syn52117646	syn52117507	syn29530512	CharacterizationMcGinnis_Dataset5_10xlane1
CharacterizationMcGinnis_Dataset5	Dataset510xmultiomLane2.raw.tar.gz	Dataset510xmultiomLane2.raw.tar.gz	gene expression matrix TAR	syn52118051	syn52117507	syn29530512	CharacterizationMcGinnis_Dataset5_10xlane2
CharacterizationMcGinnis_Dataset5	Dataset510xmultiomLane3.raw.tar.gz	Dataset510xmultiomLane3.raw.tar.gz	gene expression matrix TAR	syn52118060	syn52117507	syn29530512	CharacterizationMcGinnis_Dataset5_10xlane3
CharacterizationMcGinnis_Dataset5	CharacterizationMcGinnis_Dataset5_10xlane4.raw.tar.gz	CharacterizationMcGinnis_Dataset5_10xlane4.raw.tar.gz	gene expression matrix TAR	syn52118695	syn52117507	syn29530512	CharacterizationMcGinnis_Dataset5_10xlane4
CharacterizationMcGinnis_Dataset5	CharacterizationMcGinnis_Dataset5_10xlane1.Aligned.sortedByCoord.out.bam	CharacterizationMcGinnis_Dataset5_10xlane1.Aligned.sortedByCoord.out.bam	gene expression sorted BAM	syn52118693	syn52117507	syn29530512	CharacterizationMcGinnis_Dataset5_10xlane1
CharacterizationMcGinnis_Dataset5	Dataset510xmultiomLane2.Aligned.sortedByCoord.out.bam	Dataset510xmultiomLane2.Aligned.sortedByCoord.out.bam	gene expression sorted BAM	syn52118689	syn52117507	syn29530512	CharacterizationMcGinnis_Dataset5_10xlane2
CharacterizationMcGinnis_Dataset5	Dataset510xmultiomLane3.Aligned.sortedByCoord.out.bam	Dataset510xmultiomLane3.Aligned.sortedByCoord.out.bam	gene expression sorted BAM	syn52118668	syn52117507	syn29530512	CharacterizationMcGinnis_Dataset5_10xlane3
CharacterizationMcGinnis_Dataset5	CharacterizationMcGinnis_Dataset5_10xlane4.Aligned.sortedByCoord.out.bam	CharacterizationMcGinnis_Dataset5_10xlane4.Aligned.sortedByCoord.out.bam	gene expression sorted BAM	syn52118871	syn52117507	syn29530512	CharacterizationMcGinnis_Dataset5_10xlane4
CharacterizationMcGinnis_Dataset5	CharacterizationMcGinnis_Dataset5_10xlane1.joint.barcode.metadata.hg38.csv	CharacterizationMcGinnis_Dataset5_10xlane1.joint.barcode.metadata.hg38.csv	Multiome joint barcode metrics table	syn52118914	syn52117507	syn29530512	CharacterizationMcGinnis_Dataset5_10xlane1
CharacterizationMcGinnis_Dataset5	Dataset510xmultiomLane2.joint.barcode.metadata.hg38.csv	Dataset510xmultiomLane2.joint.barcode.metadata.hg38.csv	Multiome joint barcode metrics table	syn52118913	syn52117507	syn29530512	CharacterizationMcGinnis_Dataset5_10xlane2
CharacterizationMcGinnis_Dataset5	Dataset510xmultiomLane3.joint.barcode.metadata.hg38.csv	Dataset510xmultiomLane3.joint.barcode.metadata.hg38.csv	Multiome joint barcode metrics table	syn52118915	syn52117507	syn29530512	CharacterizationMcGinnis_Dataset5_10xlane3
CharacterizationMcGinnis_Dataset5	CharacterizationMcGinnis_Dataset5_10xlane4.joint.barcode.metadata.hg38.csv	CharacterizationMcGinnis_Dataset5_10xlane4.joint.barcode.metadata.hg38.csv	Multiome joint barcode metrics table	syn52118916	syn52117507	syn29530512	CharacterizationMcGinnis_Dataset5_10xlane4
CharacterizationMcGinnis_Dataset5	CharacterizationMcGinnis_Dataset5_10xlane1.html	CharacterizationMcGinnis_Dataset5_10xlane1.html	QC HTML	syn52118922	syn52117507	syn29530512	CharacterizationMcGinnis_Dataset5_10xlane1
CharacterizationMcGinnis_Dataset5	Dataset510xmultiomLane2.html	Dataset510xmultiomLane2.html	QC HTML	syn52118921	syn52117507	syn29530512	CharacterizationMcGinnis_Dataset5_10xlane2
CharacterizationMcGinnis_Dataset5	Dataset510xmultiomLane3.html	Dataset510xmultiomLane3.html	QC HTML	syn52118923	syn52117507	syn29530512	CharacterizationMcGinnis_Dataset5_10xlane3
CharacterizationMcGinnis_Dataset5	CharacterizationMcGinnis_Dataset5_10xlane4.html	CharacterizationMcGinnis_Dataset5_10xlane4.html	QC HTML	syn52118924	syn52117507	syn29530512	CharacterizationMcGinnis_Dataset5_10xlane4
CharacterizationMcGinnis_Dataset6	Dataset6_sample_1.atac.qc.hg38.metadata.tsv	Dataset6_sample_1.atac.qc.hg38.metadata.tsv	ATAC barcode metrics table	syn52118903	syn52117507	syn29530512	Dataset6_Lane_1
CharacterizationMcGinnis_Dataset6	Dataset6_sample_2.atac.qc.hg38.metadata.tsv	Dataset6_sample_2.atac.qc.hg38.metadata.tsv	ATAC barcode metrics table	syn52118747	syn52117507	syn29530512	Dataset6_Lane_2
CharacterizationMcGinnis_Dataset6	Dataset6_sample_3.atac.qc.hg38.metadata.tsv	Dataset6_sample_3.atac.qc.hg38.metadata.tsv	ATAC barcode metrics table	syn52118904	syn52117507	syn29530512	Dataset6_Lane_3
CharacterizationMcGinnis_Dataset6	Dataset6_sample_4.atac.qc.hg38.metadata.tsv	Dataset6_sample_4.atac.qc.hg38.metadata.tsv	ATAC barcode metrics table	syn52118920	syn52117507	syn29530512	Dataset6_Lane_4
CharacterizationMcGinnis_Dataset6	Dataset6_sample_1.atac.filter.fragments.hg38.tsv.gz	Dataset6_sample_1.atac.filter.fragments.hg38.tsv.gz	ATAC fragment file	syn52118713	syn52117507	syn29530512	Dataset6_Lane_1
CharacterizationMcGinnis_Dataset6	Dataset6_sample_2.atac.filter.fragments.hg38.tsv.gz	Dataset6_sample_2.atac.filter.fragments.hg38.tsv.gz	ATAC fragment file	syn52118744	syn52117507	syn29530512	Dataset6_Lane_2
CharacterizationMcGinnis_Dataset6	Dataset6_sample_3.atac.filter.fragments.hg38.tsv.gz	Dataset6_sample_3.atac.filter.fragments.hg38.tsv.gz	ATAC fragment file	syn52118879	syn52117507	syn29530512	Dataset6_Lane_3
CharacterizationMcGinnis_Dataset6	Dataset6_sample_4.atac.filter.fragments.hg38.tsv.gz	Dataset6_sample_4.atac.filter.fragments.hg38.tsv.gz	ATAC fragment file	syn52118912	syn52117507	syn29530512	Dataset6_Lane_4
CharacterizationMcGinnis_Dataset6	Dataset6_sample_1.atac.filter.fragments.hg38.tsv.gz.tbi	Dataset6_sample_1.atac.filter.fragments.hg38.tsv.gz.tbi	ATAC fragment file Tabix index	syn52118699	syn52117507	syn29530512	Dataset6_Lane_1
CharacterizationMcGinnis_Dataset6	Dataset6_sample_2.atac.filter.fragments.hg38.tsv.gz.tbi	Dataset6_sample_2.atac.filter.fragments.hg38.tsv.gz.tbi	ATAC fragment file Tabix index	syn52118745	syn52117507	syn29530512	Dataset6_Lane_2
CharacterizationMcGinnis_Dataset6	Dataset6_sample_3.atac.filter.fragments.hg38.tsv.gz.tbi	Dataset6_sample_3.atac.filter.fragments.hg38.tsv.gz.tbi	ATAC fragment file Tabix index	syn52118863	syn52117507	syn29530512	Dataset6_Lane_3
CharacterizationMcGinnis_Dataset6	Dataset6_sample_4.atac.filter.fragments.hg38.tsv.gz.tbi	Dataset6_sample_4.atac.filter.fragments.hg38.tsv.gz.tbi	ATAC fragment file Tabix index	syn52118892	syn52117507	syn29530512	Dataset6_Lane_4
CharacterizationMcGinnis_Dataset6	Dataset6_sample_1.qc.rna.hg38.barcode.metadata.tsv	Dataset6_sample_1.qc.rna.hg38.barcode.metadata.tsv	gene expression barcode metrics table	syn52118902	syn52117507	syn29530512	Dataset6_Lane_1
CharacterizationMcGinnis_Dataset6	Dataset6_sample_2.qc.rna.hg38.barcode.metadata.tsv	Dataset6_sample_2.qc.rna.hg38.barcode.metadata.tsv	gene expression barcode metrics table	syn52118715	syn52117507	syn29530512	Dataset6_Lane_2
CharacterizationMcGinnis_Dataset6	Dataset6_sample_3.qc.rna.hg38.barcode.metadata.tsv	Dataset6_sample_3.qc.rna.hg38.barcode.metadata.tsv	gene expression barcode metrics table	syn52118845	syn52117507	syn29530512	Dataset6_Lane_3
CharacterizationMcGinnis_Dataset6	Dataset6_sample_4.qc.rna.hg38.barcode.metadata.tsv	Dataset6_sample_4.qc.rna.hg38.barcode.metadata.tsv	gene expression barcode metrics table	syn52118905	syn52117507	syn29530512	Dataset6_Lane_4
CharacterizationMcGinnis_Dataset6	Dataset6_sample_1.hg38.rna.h5	Dataset6_sample_1.hg38.rna.h5	gene expression matrix .h5	syn52118700	syn52117507	syn29530512	Dataset6_Lane_1
CharacterizationMcGinnis_Dataset6	Dataset6_sample_2.hg38.rna.h5	Dataset6_sample_2.hg38.rna.h5	gene expression matrix .h5	syn52118749	syn52117507	syn29530512	Dataset6_Lane_2
CharacterizationMcGinnis_Dataset6	Dataset6_sample_3.hg38.rna.h5	Dataset6_sample_3.hg38.rna.h5	gene expression matrix .h5	syn52118890	syn52117507	syn29530512	Dataset6_Lane_3
CharacterizationMcGinnis_Dataset6	Dataset6_sample_4.hg38.rna.h5	Dataset6_sample_4.hg38.rna.h5	gene expression matrix .h5	syn52118906	syn52117507	syn29530512	Dataset6_Lane_4
CharacterizationMcGinnis_Dataset6	Dataset6_sample_1.raw.tar.gz	Dataset6_sample_1.raw.tar.gz	gene expression matrix TAR	syn52118698	syn52117507	syn29530512	Dataset6_Lane_1
CharacterizationMcGinnis_Dataset6	Dataset6_sample_2.raw.tar.gz	Dataset6_sample_2.raw.tar.gz	gene expression matrix TAR	syn52118701	syn52117507	syn29530512	Dataset6_Lane_2
CharacterizationMcGinnis_Dataset6	Dataset6_sample_3.raw.tar.gz	Dataset6_sample_3.raw.tar.gz	gene expression matrix TAR	syn52118750	syn52117507	syn29530512	Dataset6_Lane_3
CharacterizationMcGinnis_Dataset6	Dataset6_sample_4.raw.tar.gz	Dataset6_sample_4.raw.tar.gz	gene expression matrix TAR	syn52118891	syn52117507	syn29530512	Dataset6_Lane_4
CharacterizationMcGinnis_Dataset6	Dataset6_sample_1.Aligned.sortedByCoord.out.bam	Dataset6_sample_1.Aligned.sortedByCoord.out.bam	gene expression sorted BAM	syn52118826	syn52117507	syn29530512	Dataset6_Lane_1
CharacterizationMcGinnis_Dataset6	Dataset6_sample_2.Aligned.sortedByCoord.out.bam	Dataset6_sample_2.Aligned.sortedByCoord.out.bam	gene expression sorted BAM	syn52118889	syn52117507	syn29530512	Dataset6_Lane_2
CharacterizationMcGinnis_Dataset6	Dataset6_sample_3.Aligned.sortedByCoord.out.bam	Dataset6_sample_3.Aligned.sortedByCoord.out.bam	gene expression sorted BAM	syn52118846	syn52117507	syn29530512	Dataset6_Lane_3
CharacterizationMcGinnis_Dataset6	Dataset6_sample_4.Aligned.sortedByCoord.out.bam	Dataset6_sample_4.Aligned.sortedByCoord.out.bam	gene expression sorted BAM	syn52119044	syn52117507	syn29530512	Dataset6_Lane_4
CharacterizationMcGinnis_Dataset6	Dataset6_sample_1.joint.barcode.metadata.hg38.csv	Dataset6_sample_1.joint.barcode.metadata.hg38.csv	Multiome joint barcode metrics table	syn52118917	syn52117507	syn29530512	Dataset6_Lane_1
CharacterizationMcGinnis_Dataset6	Dataset6_sample_2.joint.barcode.metadata.hg38.csv	Dataset6_sample_2.joint.barcode.metadata.hg38.csv	Multiome joint barcode metrics table	syn52118893	syn52117507	syn29530512	Dataset6_Lane_2
CharacterizationMcGinnis_Dataset6	Dataset6_sample_3.joint.barcode.metadata.hg38.csv	Dataset6_sample_3.joint.barcode.metadata.hg38.csv	Multiome joint barcode metrics table	syn52118919	syn52117507	syn29530512	Dataset6_Lane_3
CharacterizationMcGinnis_Dataset6	Dataset6_sample_4.joint.barcode.metadata.hg38.csv	Dataset6_sample_4.joint.barcode.metadata.hg38.csv	Multiome joint barcode metrics table	syn52118927	syn52117507	syn29530512	Dataset6_Lane_4
CharacterizationMcGinnis_Dataset6	Dataset6_sample_1.html	Dataset6_sample_1.html	QC HTML	syn52118925	syn52117507	syn29530512	Dataset6_Lane_1
CharacterizationMcGinnis_Dataset6	Dataset6_sample_2.html	Dataset6_sample_2.html	QC HTML	syn52118918	syn52117507	syn29530512	Dataset6_Lane_2
CharacterizationMcGinnis_Dataset6	Dataset6_sample_3.html	Dataset6_sample_3.html	QC HTML	syn52118926	syn52117507	syn29530512	Dataset6_Lane_3
CharacterizationMcGinnis_Dataset6	Dataset6_sample_4.html	Dataset6_sample_4.html	QC HTML	syn52118928	syn52117507	syn29530512	Dataset6_Lane_4
CharacterizationMcGinnis_Dataset7	CharacterizationMcGinnis_Dataset7_10X_Lane_1_human.atac.qc.hg38.metadata.tsv	CharacterizationMcGinnis_Dataset7_10X_Lane_1_human.atac.qc.hg38.metadata.tsv	ATAC barcode metrics table	syn52119634	syn52118178	syn29530512	CharacterizationMcGinnis_Dataset7_10X_Lane_1_human
CharacterizationMcGinnis_Dataset7	CharacterizationMcGinnis_Dataset7_10X_Lane_1_mouse.atac.qc.mm39.metadata.tsv	CharacterizationMcGinnis_Dataset7_10X_Lane_1_mouse.atac.qc.mm39.metadata.tsv	ATAC barcode metrics table	syn52119685	syn52118178	syn29530512	CharacterizationMcGinnis_Dataset7_10X_Lane_1_mouse
CharacterizationMcGinnis_Dataset7	CharacterizationMcGinnis_Dataset7_10X_Lane_2_human.atac.qc.hg38.metadata.tsv	CharacterizationMcGinnis_Dataset7_10X_Lane_2_human.atac.qc.hg38.metadata.tsv	ATAC barcode metrics table	syn52119813	syn52118178	syn29530512	CharacterizationMcGinnis_Dataset7_10X_Lane_2_human
CharacterizationMcGinnis_Dataset7	CharacterizationMcGinnis_Dataset7_10X_Lane_2_mouse.atac.qc.mm39.metadata.tsv	CharacterizationMcGinnis_Dataset7_10X_Lane_2_mouse.atac.qc.mm39.metadata.tsv	ATAC barcode metrics table	syn52119704	syn52118178	syn29530512	CharacterizationMcGinnis_Dataset7_10X_Lane_2_mouse
CharacterizationMcGinnis_Dataset7	CharacterizationMcGinnis_Dataset7_10X_Lane_3_human.atac.qc.hg38.metadata.tsv	CharacterizationMcGinnis_Dataset7_10X_Lane_3_human.atac.qc.hg38.metadata.tsv	ATAC barcode metrics table	syn52119815	syn52118178	syn29530512	CharacterizationMcGinnis_Dataset7_10X_Lane_3_human
CharacterizationMcGinnis_Dataset7	CharacterizationMcGinnis_Dataset7_10X_Lane_3_mouse.atac.qc.mm39.metadata.tsv	CharacterizationMcGinnis_Dataset7_10X_Lane_3_mouse.atac.qc.mm39.metadata.tsv	ATAC barcode metrics table	syn52119816	syn52118178	syn29530512	CharacterizationMcGinnis_Dataset7_10X_Lane_3_mouse
CharacterizationMcGinnis_Dataset7	CharacterizationMcGinnis_Dataset7_10X_Lane_4_human.atac.qc.hg38.metadata.tsv	CharacterizationMcGinnis_Dataset7_10X_Lane_4_human.atac.qc.hg38.metadata.tsv	ATAC barcode metrics table	syn52119818	syn52118178	syn29530512	CharacterizationMcGinnis_Dataset7_10X_Lane_4_human
CharacterizationMcGinnis_Dataset7	CharacterizationMcGinnis_Dataset7_10X_Lane_4_mouse.atac.qc.mm39.metadata.tsv	CharacterizationMcGinnis_Dataset7_10X_Lane_4_mouse.atac.qc.mm39.metadata.tsv	ATAC barcode metrics table	syn52119772	syn52118178	syn29530512	CharacterizationMcGinnis_Dataset7_10X_Lane_4_mouse
CharacterizationMcGinnis_Dataset7	CharacterizationMcGinnis_Dataset7_10X_Lane_1_human.atac.filter.fragments.hg38.tsv.gz	CharacterizationMcGinnis_Dataset7_10X_Lane_1_human.atac.filter.fragments.hg38.tsv.gz	ATAC fragment file	syn52119632	syn52118178	syn29530512	CharacterizationMcGinnis_Dataset7_10X_Lane_1_human
CharacterizationMcGinnis_Dataset7	CharacterizationMcGinnis_Dataset7_10X_Lane_1_mouse.atac.filter.fragments.mm39.tsv.gz	CharacterizationMcGinnis_Dataset7_10X_Lane_1_mouse.atac.filter.fragments.mm39.tsv.gz	ATAC fragment file	syn52119683	syn52118178	syn29530512	CharacterizationMcGinnis_Dataset7_10X_Lane_1_mouse
